"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-08 00:00:00","2024-06-08 10:50:00","Marina","Lost Property","Lost Property","Open or Active","Northern","Lost Property","246074255"
"2024-06-08 00:00:00","2024-06-08 10:57:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Southern","Aided case, Naloxone Deployment","240359130"
"2024-06-08 00:00:00","2024-06-08 10:57:00","Financial District/South Beach","Other","Other","Open or Active","Southern","Death Report, Cause Unknown","240359130"
"2024-06-08 00:00:00","2024-06-08 11:00:00","Bayview Hunters Point","Other","Other","Open or Active","Bayview","Death Report, Cause Unknown","240359782"
"2024-06-08 00:00:00","2024-06-08 11:30:00","Haight Ashbury","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Tenderloin","Vehicle, Stolen & Recovered","240361765"
"2024-06-08 00:00:00","2024-06-08 11:30:00","Haight Ashbury","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240361765"
"2024-06-08 00:00:00","2024-06-08 11:30:00","Haight Ashbury","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Adult Authority","240361765"
"2024-06-08 00:00:00","2024-06-08 11:30:00","Haight Ashbury","Fraud","Fraud","Cite or Arrest Adult","Tenderloin","False Personation","240361765"
"2024-06-08 00:00:00","2024-06-08 11:44:00","Mission","Traffic Collision","Traffic Collision","Open or Active","Mission","Traffic Collision","240359168"
"2024-06-08 00:00:00","2024-06-08 11:50:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","240359180"
"2024-06-08 00:00:00","2024-06-08 11:50:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","240359180"
"2024-06-08 00:00:00","2024-06-08 12:00:00","Western Addition","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240360278"
"2024-06-08 00:00:00","2024-06-08 12:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240363153"
"2024-06-08 00:00:00","2024-06-08 12:00:00","Western Addition","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","240362707"
"2024-06-08 00:00:00","2024-06-08 12:10:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Vehicle","240359469"
"2024-06-08 00:00:00","2024-06-08 12:40:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided Case","240359306"
"2024-06-08 00:00:00","2024-06-08 12:44:00","Bayview Hunters Point","Courtesy Report","Courtesy Report","Open or Active","Bayview","Courtesy Report","240359287"
"2024-06-08 00:00:00","2024-06-08 12:44:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Bayview","Aided Case -Property for Destruction","240359287"
"2024-06-08 00:00:00","2024-06-08 13:00:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Out of SF","Found  Property","240360018"
"2024-06-08 00:00:00","2024-06-08 13:00:00","Outer Mission","Suspicious Occ","Suspicious Occ","Open or Active","Ingleside","Suspicious Occurrence","240359403"
"2024-06-08 00:00:00","2024-06-08 13:00:00","Western Addition","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","240361599"
"2024-06-08 00:00:00","2024-06-08 13:00:00","Western Addition","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Northern","Domestic Violence (secondary only)","240361599"
"2024-06-08 00:00:00","2024-06-08 13:01:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, Chain Store, W/ Other Weapon","240359481"
"2024-06-08 00:00:00","2024-06-08 13:15:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Other Property, $200-$950","240359629"
"2024-06-08 00:00:00","2024-06-08 13:19:00","Outer Richmond","Vehicle Impounded","Vehicle Impounded","Open or Active","Richmond","Vehicle, Impounded","240360400"
"2024-06-08 00:00:00","2024-06-08 13:19:00","Outer Richmond","Other Offenses","Other Offenses","Open or Active","Richmond","Municipal Code Violation (general)","240360400"
"2024-06-08 00:00:00","2024-06-08 13:20:00","Excelsior","Suspicious Occ","Suspicious Occ","Open or Active","Ingleside","Suspicious Occurrence","240360325"
"2024-06-08 00:00:00","2024-06-08 13:30:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","240359447"
"2024-06-08 00:00:00","2024-06-08 14:00:00","Inner Sunset","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240361492"
"2024-06-08 00:00:00","2024-06-08 14:00:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240360052"
"2024-06-08 00:00:00","2024-06-08 14:00:00","Russian Hill","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Auto","240362898"
"2024-06-08 00:00:00","2024-06-08 14:10:00","Sunset/Parkside","Fire Report","Fire Report","Open or Active","Taraval","Fire Report","240359635"
"2024-06-08 00:00:00","2024-06-08 14:21:00","Nob Hill","Missing Person","Missing Person","Open or Active","Central","Missing Adult","240359710"
"2024-06-08 00:00:00","2024-06-08 14:30:00","Portola","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Other Weapon","240360240"
"2024-06-08 00:00:00","2024-06-08 14:45:00","Sunset/Parkside","Traffic Collision","Traffic Collision","Open or Active","Taraval","Traffic Collision","240357532"
"2024-06-08 00:00:00","2024-06-08 15:00:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided Case","240359663"
"2024-06-08 00:00:00","2024-06-08 15:13:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Investigative Detention","240359572"
"2024-06-08 00:00:00","2024-06-08 15:31:00","Sunset/Parkside","Recovered Vehicle","Recovered Vehicle","Open or Active","Taraval","Vehicle, Recovered, Auto","240353988"
"2024-06-08 00:00:00","2024-06-08 15:33:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, License Suspended or Revoked","240359679"
"2024-06-08 00:00:00","2024-06-08 15:33:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240359679"
"2024-06-08 00:00:00","2024-06-08 15:33:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Driving, Reckless","240359588"
"2024-06-08 00:00:00","2024-06-08 15:56:00","Castro/Upper Market","Missing Person","Missing Person","Open or Active","Mission","Missing Adult","240359776"
"2024-06-08 00:00:00","2024-06-08 15:56:00","Castro/Upper Market","Missing Person","Missing Person","Open or Active","Mission","Found Person","240359776"
"2024-06-08 00:00:00","2024-06-08 16:08:00","Bayview Hunters Point","","","Open or Active","Bayview","Driving, Stunt Vehicle/Street Racing","240359748"
"2024-06-08 00:00:00","2024-06-08 16:28:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Extortion, Attempted","240359845"
"2024-06-08 00:00:00","2024-06-08 16:40:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240363040"
"2024-06-08 00:00:00","2024-06-08 16:45:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Shoplifting, <$50","240359817"
"2024-06-08 00:00:00","2024-06-08 16:50:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Hot Prowl, Unlawful Entry","240359823"
"2024-06-08 00:00:00","2024-06-08 16:54:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Driving, License Suspended or Revoked","240359798"
"2024-06-08 00:00:00","2024-06-08 16:54:00","Tenderloin","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Tenderloin","Traffic Violation Arrest","240359798"
"2024-06-08 00:00:00","2024-06-08 17:00:00","Outer Richmond","Burglary","Burglary","Open or Active","Richmond","Burglary, Residence, Forcible Entry","240361094"
"2024-06-08 00:00:00","2024-06-08 17:00:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Found  Property","240359851"
"2024-06-08 00:00:00","2024-06-08 17:23:00","Mission","Assault","Assault","Open or Active","Mission","Assault, Aggravated, W/ Knife","240359914"
"2024-06-08 00:00:00","2024-06-08 17:23:00","Mission","Disorderly Conduct","Disorderly Conduct","Open or Active","Mission","Gang Related (secondary only)","240359914"
"2024-06-08 00:00:00","2024-06-08 17:33:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240359958"
"2024-06-08 00:00:00","2024-06-08 17:45:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Building, >$950","240359992"
"2024-06-08 00:00:00","2024-06-08 17:45:00","Glen Park","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Person, >$950 (other than Pickpocket)","240359964"
"2024-06-08 00:00:00","2024-06-08 17:45:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Open or Active","Tenderloin","Terrorist Threats","240359992"
"2024-06-08 00:00:00","2024-06-08 17:59:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Evading a Police Officer Recklessly","240359942"
"2024-06-08 00:00:00","2024-06-08 18:00:00","Twin Peaks","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, <$50","240361715"
"2024-06-08 00:00:00","2024-06-08 18:00:00","Twin Peaks","Burglary","Burglary","Open or Active","Mission","Burglary, Apartment House, Unlawful Entry","240361715"
"2024-06-08 00:00:00","2024-06-08 18:21:00","Tenderloin","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Tenderloin","Stay Away or Court Order, Non-DV Related","240359986"
"2024-06-08 00:00:00","2024-06-08 18:24:00","Inner Richmond","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Investigative Detention","240360024"
"2024-06-08 00:00:00","2024-06-08 18:25:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240360046"
"2024-06-08 00:00:00","2024-06-08 18:25:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240360046"
"2024-06-08 00:00:00","2024-06-08 18:29:00","Bayview Hunters Point","Assault","Assault","Open or Active","Central","Assault, Non-Aggravated","240360080"
"2024-06-08 00:00:00","2024-06-08 18:29:00","Bayview Hunters Point","Assault","Assault","Open or Active","Central","Battery","240360080"
"2024-06-08 00:00:00","2024-06-08 18:29:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","240360080"
"2024-06-08 00:00:00","2024-06-08 18:30:00","Outer Richmond","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Auto","240361282"
"2024-06-08 00:00:00","2024-06-08 19:00:00","Mission","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240360933"
"2024-06-08 00:00:00","2024-06-08 19:00:00","Sunset/Parkside","Burglary","Burglary","Open or Active","Taraval","Burglary, Apartment House, Unlawful Entry","240361436"
"2024-06-08 00:00:00","2024-06-08 19:00:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","License Plate, Stolen","240360955"
"2024-06-08 00:00:00","2024-06-08 19:00:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Person, >$950 (other than Pickpocket)","240360234"
"2024-06-08 00:00:00","2024-06-08 19:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Pickpocket, $200-$950","240361248"
"2024-06-08 00:00:00","2024-06-08 19:14:00","Noe Valley","Burglary","Burglary","Open or Active","Mission","Burglary, Store, Unlawful Entry","240360206"
"2024-06-08 00:00:00","2024-06-08 19:14:00","Noe Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240360206"
"2024-06-08 00:00:00","2024-06-08 19:21:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Investigative Detention","240360143"
"2024-06-08 00:00:00","2024-06-08 19:21:00","Financial District/South Beach","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Central","Traffic Violation Arrest","240360143"
"2024-06-08 00:00:00","2024-06-08 19:25:00","Mission","Other Offenses","Other Offenses","Cite or Arrest Adult","Mission","Municipal Code Violation (general)","240360115"
"2024-06-08 00:00:00","2024-06-08 19:25:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240360115"
"2024-06-08 00:00:00","2024-06-08 19:30:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246074261"
"2024-06-08 00:00:00","2024-06-08 19:32:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Property","240360121"
"2024-06-08 00:00:00","2024-06-08 19:40:00","Hayes Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240361442"
"2024-06-08 00:00:00","2024-06-08 19:55:00","Pacific Heights","Assault","Assault","Open or Active","Northern","Battery","240360165"
"2024-06-08 00:00:00","2024-06-08 19:55:00","Pacific Heights","Disorderly Conduct","Disorderly Conduct","Open or Active","Northern","Terrorist Threats","240360165"
"2024-06-08 00:00:00","2024-06-08 20:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","240361141"
"2024-06-08 00:00:00","2024-06-08 20:00:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","240361191"
"2024-06-08 00:00:00","2024-06-08 20:05:00","Mission","Assault","Assault","Open or Active","Southern","Battery","240360488"
"2024-06-08 00:00:00","2024-06-08 20:05:00","Mission","Disorderly Conduct","Disorderly Conduct","Open or Active","Southern","Terrorist Threats","240360488"
"2024-06-08 00:00:00","2024-06-08 20:16:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, $200-$950","240361668"
"2024-06-08 00:00:00","2024-06-08 20:21:00","Haight Ashbury","Malicious Mischief","Malicious Mischief","Open or Active","Park","Malicious Mischief, Breaking Windows","240360193"
"2024-06-08 00:00:00","2024-06-08 20:22:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Breaking Windows","240360228"
"2024-06-08 00:00:00","2024-06-08 20:25:00","Nob Hill","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Burglary, Vehicle (Arrest made)","240360303"
"2024-06-08 00:00:00","2024-06-08 20:25:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Probation Violation","240360303"
"2024-06-08 00:00:00","2024-06-08 20:25:00","Nob Hill","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Enroute To Outside Jurisdiction","240360303"
"2024-06-08 00:00:00","2024-06-08 20:26:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240360068"
"2024-06-08 00:00:00","2024-06-08 20:36:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Driving, Reckless","240360212"
"2024-06-08 00:00:00","2024-06-08 20:42:00","Tenderloin","Recovered Vehicle","Recovered Vehicle","Open or Active","Tenderloin","Vehicle, Recovered, Auto","240359425"
"2024-06-08 00:00:00","2024-06-08 20:43:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240360262"
"2024-06-08 00:00:00","2024-06-08 20:43:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240360262"
"2024-06-08 00:00:00","2024-06-08 20:45:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Breaking Windows","240360331"
"2024-06-08 00:00:00","2024-06-08 20:45:00","Lakeshore","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Taraval","Traffic Violation Arrest","240360284"
"2024-06-08 00:00:00","2024-06-08 20:45:00","Lakeshore","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Taraval","Driving, License Suspended or Revoked","240360284"
"2024-06-08 00:00:00","2024-06-08 21:00:00","Hayes Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240361301"
"2024-06-08 00:00:00","2024-06-08 21:00:00","Haight Ashbury","Recovered Vehicle","Recovered Vehicle","Open or Active","Northern","Vehicle, Recovered, Auto","240361301"
"2024-06-08 00:00:00","2024-06-08 21:26:00","Mission","Assault","Assault","Cite or Arrest Adult","Southern","Battery","240360397"
"2024-06-08 00:00:00","2024-06-08 21:28:00","Lakeshore","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","240360416"
"2024-06-08 00:00:00","2024-06-08 21:28:00","Lakeshore","Disorderly Conduct","Disorderly Conduct","Open or Active","Taraval","Disturbing The Peace","240360416"
"2024-06-08 00:00:00","2024-06-08 21:36:00","Western Addition","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","240360557"
"2024-06-08 00:00:00","2024-06-08 21:55:00","Visitacion Valley","Weapons Offense","Weapons Offense","Open or Active","Ingleside","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240360444"
"2024-06-08 00:00:00","2024-06-08 21:56:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Investigative Detention","240360450"
"2024-06-08 00:00:00","2024-06-08 21:57:00","Visitacion Valley","Weapons Offense","Weapons Offense","Open or Active","Ingleside","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240360444"
"2024-06-08 00:00:00","2024-06-08 22:00:00","Chinatown","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","240361135"
"2024-06-08 00:00:00","2024-06-08 22:00:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240361135"
"2024-06-08 00:00:00","2024-06-08 22:10:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Lost Property, Grand","240360472"
"2024-06-08 00:00:00","2024-06-08 22:10:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240360472"
"2024-06-08 00:00:00","2024-06-08 22:22:00","Excelsior","Burglary","Burglary","Open or Active","Ingleside","Burglary, Hot Prowl, Unlawful Entry","240360507"
"2024-06-08 00:00:00","2024-06-08 22:22:00","Excelsior","Assault","Assault","Open or Active","Ingleside","Assault, Aggravated, W/ Other Weapon","240360507"
"2024-06-08 00:00:00","2024-06-08 22:25:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Opiates, Possession For Sale","240360494"
"2024-06-08 00:00:00","2024-06-08 22:25:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240360494"
"2024-06-08 00:00:00","2024-06-08 22:30:00","Marina","Assault","Assault","Open or Active","Northern","Battery","240364123"
"2024-06-08 00:00:00","2024-06-08 22:30:00","Marina","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","240364123"
"2024-06-08 00:00:00","2024-06-08 22:41:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Firearm, Discharging in Grossly Negligent Manner","240360541"
"2024-06-08 00:00:00","2024-06-08 23:00:00","Mission","Assault","Assault","Open or Active","Mission","Assault, Aggravated, W/ Gun","240361828"
"2024-06-08 00:00:00","2024-06-08 23:00:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Non-residential, Unlawful Entry","240360604"
"2024-06-08 00:00:00","2024-06-08 23:00:00","West of Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Motorcycle","240363119"
"2024-06-08 00:00:00","2024-06-08 23:00:00","Mission","Weapons Offense","Weapons Offense","Open or Active","Mission","Firearm, Discharging Within City Limits","240361828"
"2024-06-08 00:00:00","2024-06-08 23:00:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Apartment House, Forcible Entry","240360579"
"2024-06-08 00:00:00","2024-06-08 23:15:00","Tenderloin","Assault","Assault","Open or Active","Northern","Battery","240360563"
"2024-06-08 00:00:00","2024-06-08 23:23:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240361276"
"2024-06-08 00:00:00","2024-06-08 23:43:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Breaking Windows","240360591"
"2024-06-09 00:00:00","2024-06-09 00:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Other Property, $50-$200","246074631"
"2024-06-09 00:00:00","2024-06-09 00:00:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240361088"
"2024-06-09 00:00:00","2024-06-09 00:00:00","Excelsior","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Phone Calls, Harassing","240361919"
"2024-06-09 00:00:00","2024-06-09 00:03:00","Lakeshore","Vehicle Impounded","Vehicle Impounded","Cite or Arrest Adult","Taraval","Vehicle, Impounded","240360610"
"2024-06-09 00:00:00","2024-06-09 00:03:00","Lakeshore","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Taraval","Driving, No License Issued","240360610"
"2024-06-09 00:00:00","2024-06-09 00:28:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","240362268"
"2024-06-09 00:00:00","2024-06-09 00:28:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Narcotics Paraphernalia, Possession of","240362268"
"2024-06-09 00:00:00","2024-06-09 00:28:00","South of Market","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Southern","Weapon, Carrying Concealed","240362268"
"2024-06-09 00:00:00","2024-06-09 00:56:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Other Bldg., Forcible Entry","240360767"
"2024-06-09 00:00:00","2024-06-09 00:56:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Non-residential, Unlawful Entry","240361646"
"2024-06-09 00:00:00","2024-06-09 00:56:00","South of Market","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Southern","Traffic Violation Arrest","240360660"
"2024-06-09 00:00:00","2024-06-09 00:56:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Driving, No License Issued","240360660"
"2024-06-09 00:00:00","2024-06-09 00:56:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240360767"
"2024-06-09 00:00:00","2024-06-09 01:00:00","Golden Gate Park","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240361389"
"2024-06-09 00:00:00","2024-06-09 01:06:00","Treasure Island","Assault","Assault","Open or Active","Southern","Battery with Serious Injuries","240360654"
"2024-06-09 00:00:00","2024-06-09 01:35:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Southern","Mental Health Detention","240360682"
"2024-06-09 00:00:00","2024-06-09 02:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Pickpocket, $200-$950","240366038"
"2024-06-09 00:00:00","2024-06-09 02:00:00","Tenderloin","Fraud","Fraud","Open or Active","Tenderloin","Fraudulent Use Of Automated Teller Card","240366038"
"2024-06-09 00:00:00","2024-06-09 02:08:00","Financial District/South Beach","","","Open or Active","Central","Driving, Stunt Vehicle/Street Racing","240360698"
"2024-06-09 00:00:00","2024-06-09 02:08:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240360698"
"2024-06-09 00:00:00","2024-06-09 02:08:00","Financial District/South Beach","Arson","Arson","Open or Active","Central","Arson of Vehicle","240360698"
"2024-06-09 00:00:00","2024-06-09 02:21:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","240360701"
"2024-06-09 00:00:00","2024-06-09 02:50:00","Outer Mission","","","Open or Active","Ingleside","Driving, Stunt Vehicle/Street Racing","240360717"
"2024-06-09 00:00:00","2024-06-09 02:55:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Graffiti, Real or Personal Property","240360723"
"2024-06-09 00:00:00","2024-06-09 02:55:00","Mission","","","Open or Active","Mission","Driving, Stunt Vehicle/Street Racing","240360723"
"2024-06-09 00:00:00","2024-06-09 02:55:00","Mission","Vehicle Impounded","Vehicle Impounded","Open or Active","Mission","Vehicle, Impounded","240360723"
"2024-06-09 00:00:00","2024-06-09 03:14:00","Nob Hill","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Central","Malicious Mischief, Vandalism to Property","240360745"
"2024-06-09 00:00:00","2024-06-09 03:14:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Trespassing","240360745"
"2024-06-09 00:00:00","2024-06-09 03:22:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Building, $50-$200","240361975"
"2024-06-09 00:00:00","2024-06-09 04:18:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","240360773"
"2024-06-09 00:00:00","2024-06-09 04:30:00","Golden Gate Park","Burglary","Burglary","Open or Active","Richmond","Burglary, Apartment House, Att. Forcible Entry","240366527"
"2024-06-09 00:00:00","2024-06-09 05:16:00","Castro/Upper Market","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240360927"
"2024-06-09 00:00:00","2024-06-09 05:44:00","South of Market","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery, former Spouse or Dating Relationship","240360795"
"2024-06-09 00:00:00","2024-06-09 06:05:00","South of Market","Burglary","Burglary","Open or Active","Southern","Burglary, Other Bldg., Forcible Entry","240360820"
"2024-06-09 00:00:00","2024-06-09 06:20:00","Bernal Heights","Assault","Assault","Open or Active","Ingleside","Assault, Aggravated, W/ Force","240360808"
"2024-06-09 00:00:00","2024-06-09 06:30:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Identification To Peace Officer, False","240360842"
"2024-06-09 00:00:00","2024-06-09 06:30:00","Potrero Hill","Burglary","Burglary","Open or Active","Bayview","Burglary, Non-residential, Att. Forcible","240361696"
"2024-06-09 00:00:00","2024-06-09 06:30:00","Nob Hill","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Enroute To Adult Authority","240360842"
"2024-06-09 00:00:00","2024-06-09 06:30:00","Potrero Hill","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Property","240361696"
"2024-06-09 00:00:00","2024-06-09 06:40:00","Bayview Hunters Point","Traffic Collision","Traffic Collision","Cite or Arrest Adult","Bayview","Traffic Collision","240360836"
"2024-06-09 00:00:00","2024-06-09 06:45:00","Noe Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Investigative Detention","240360864"
"2024-06-09 00:00:00","2024-06-09 07:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Bayview","Malicious Mischief, Vandalism to Vehicle","240361044"
